"Date","CT_site","effort_class"
2018-11-01,"MT33",1
2018-11-01,"MT34",1
2018-11-01,"MT35",1
2018-11-01,"MT36",1
2018-11-01,"MT37",1
2018-11-01,"MT38",0
2018-11-01,"MT39",0
2018-11-01,"MT40",1
2018-11-01,"MT41",1
2018-11-01,"MT42",1
2018-11-01,"MT43",0
2018-11-01,"MT44",1
2018-11-01,"MT45",0
2018-11-01,"MT46",1
2018-11-01,"MT47",1
2018-11-01,"MT48",1
2018-11-01,"MT49",0
2018-11-01,"OMC01",0
2018-11-01,"OMC02",1
2018-11-01,"OMC03",1
2018-11-01,"OMC04",1
2018-11-01,"OMC05",1
2018-11-01,"OMC06",0
2018-11-01,"OMC07",1
2018-11-01,"OMC09",1
2018-11-01,"OMC10",1
2018-11-01,"OMC11",0
2018-11-01,"OMC12",1
2018-11-01,"OMC13",0
2018-11-01,"OMC15",0
2018-11-01,"OMC16",1
2018-11-01,"OMC17",0
2018-11-01,"OMC18",1
2018-11-01,"OMC19",1
2018-11-01,"OMC21",1
2018-11-01,"OMC22",1
2018-11-01,"OMC23",0
2018-11-01,"OMC24",1
2018-11-01,"OMC25",1
2018-11-01,"OMC26",1
2018-11-01,"OMC27",1
2018-11-01,"OMC28",1
2018-11-01,"OMC29",0
2018-11-01,"OMC30",1
2018-11-01,"OMC31",1
2018-11-01,"OMC32",0
2018-11-01,"OMC33",0
2018-11-01,"OMC34",1
2018-11-01,"OMC36",1
2018-11-01,"OMC37",0
2018-11-01,"OMC38",1
2018-11-01,"NB01",1
2018-11-01,"NB02",1
2018-11-01,"NB03",1
2018-11-01,"NB04",1
2018-11-01,"NB05",1
2018-11-01,"NB06",1
2018-11-01,"NB07",0
2018-11-01,"NB08",0
2018-11-01,"NB09",0
2018-11-01,"NB10",0
2018-11-01,"NB11",1
2018-11-01,"NB12",1
2018-11-01,"NB14",0
2018-11-01,"NB15",1
2018-11-01,"NB16",1
2018-11-01,"NB17",0
2018-11-01,"NB18",1
2018-11-01,"NB19",0
2018-11-01,"NB20",1
2018-11-01,"NB21",1
2018-11-01,"NB22",0
2018-11-01,"NB23",1
2018-11-01,"NB24",1
2018-11-01,"NB25",1
2018-11-01,"NB26",1
2018-11-01,"NB27",1
2018-11-01,"NB28",1
2018-11-01,"NB29",0
2018-11-01,"NB30",1
2018-11-01,"NB31",1
2018-11-01,"NB32",1
2018-11-01,"NB33",1
2018-11-01,"NB34",1
2018-11-01,"NB35",1
2018-11-01,"NB36",1
2018-11-01,"NB37",1
2018-11-01,"NB38",1
2018-11-01,"NB39",1
2018-11-01,"NB40",1
2018-11-01,"NB41",1
2018-11-01,"NB42",1
2018-11-01,"NB43",0
2018-11-01,"NB44",0
2018-11-01,"NB45",1
2018-11-01,"NB46",0
2018-11-01,"NB47",1
2018-11-01,"NB48",1
2018-11-01,"NB49",1
2018-11-01,"NB50",1
2018-11-02,"MN02",1
2018-11-02,"MN04",1
2018-11-02,"MN05",1
2018-11-02,"MN06",1
2018-11-02,"MN07",1
2018-11-02,"MN08",1
2018-11-02,"MN09",1
2018-11-02,"MN10",0
2018-11-02,"MN11",1
2018-11-02,"MN12",1
2018-11-02,"MN13",0
2018-11-02,"MN14",1
2018-11-02,"MN15",1
2018-11-02,"MN16",1
2018-11-02,"MN17",1
2018-11-02,"MN18",0
2018-11-02,"MN19",1
2018-11-02,"MN20",1
2018-11-02,"MN21",1
2018-11-02,"MN22",1
2018-11-02,"MN23",1
2018-11-02,"MN24",0
2018-11-02,"MN25",0
2018-11-02,"MN26",0
2018-11-02,"MN27",1
2018-11-02,"MN29",1
2018-11-02,"MN30",1
2018-11-02,"MN31",1
2018-11-02,"MN32",1
2018-11-02,"MN33",1
2018-11-02,"MN34",1
2018-11-02,"MN35",1
2018-11-02,"MN37",1
2018-11-02,"MN38",1
2018-11-02,"MN39",1
2018-11-02,"MN40",0
2018-11-02,"MN41",0
2018-11-02,"MN42",1
2018-11-02,"MN43",0
2018-11-02,"MN44",1
2018-11-02,"MN45",1
2018-11-02,"MN46",1
2018-11-02,"MN47",0
2018-11-02,"MN48",1
2018-11-02,"MN49",0
2018-11-02,"MN50",1
2018-11-02,"MT01",1
2018-11-02,"MT02",1
2018-11-02,"MT03",1
2018-11-02,"MT04",0
2018-11-02,"MT05",1
2018-11-02,"MT07",1
2018-11-02,"MT08",1
2018-11-02,"MT09",0
2018-11-02,"MT10",1
2018-11-02,"MT11",1
2018-11-02,"MT12",0
2018-11-02,"MT13",1
2018-11-02,"MT14",1
2018-11-02,"MT15",0
2018-11-02,"MT16",1
2018-11-02,"MT17",1
2018-11-02,"MT18",1
2018-11-02,"MT19",0
2018-11-02,"MT20",1
2018-11-02,"MT21",0
2018-11-02,"MT22",0
2018-11-02,"MT23",1
2018-11-02,"MT24",1
2018-11-02,"MT25",1
2018-11-02,"MT26",1
2018-11-02,"MT27",1
2018-11-02,"MT28",1
2018-11-02,"MT29",0
2018-11-02,"MT30",1
2018-11-02,"MT31",1
2018-11-02,"MT32",1
2018-11-02,"MT33",1
2018-11-02,"MT34",1
2018-11-02,"MT35",1
2018-11-02,"MT36",1
2018-11-02,"MT37",1
2018-11-02,"MT38",0
2018-11-02,"MT39",0
2018-11-02,"MT40",1
2018-11-02,"MT41",0
2018-11-02,"MT42",1
2018-11-02,"MT43",0
2018-11-02,"MT44",1
2018-11-02,"MT45",0
2018-11-02,"MT46",0
2018-11-02,"MT47",1
2018-11-02,"MT48",1
2018-11-02,"MT49",0
2018-11-02,"OMC01",0
2018-11-02,"OMC02",1
2018-11-02,"OMC03",1
2018-11-02,"OMC04",1
2018-11-02,"OMC05",1
2018-11-02,"OMC06",0
2018-11-02,"OMC07",1
2018-11-02,"OMC09",1
2018-11-02,"OMC10",0
2018-11-02,"OMC11",0
2018-11-02,"OMC12",1
2018-11-02,"OMC13",0
2018-11-02,"OMC15",0
2018-11-02,"OMC16",1
2018-11-02,"OMC17",0
2018-11-02,"OMC18",1
2018-11-02,"OMC19",1
2018-11-02,"OMC21",1
2018-11-02,"OMC22",1
2018-11-02,"OMC23",0
2018-11-02,"OMC24",1
2018-11-02,"OMC25",1
2018-11-02,"OMC26",1
2018-11-02,"OMC27",1
2018-11-02,"OMC28",1
2018-11-02,"OMC29",0
2018-11-02,"OMC30",1
2018-11-02,"OMC31",1
2018-11-02,"OMC32",0
2018-11-02,"OMC33",0
2018-11-02,"OMC34",1
2018-11-02,"OMC36",1
2018-11-02,"OMC37",0
2018-11-02,"OMC38",1
2018-11-02,"NB01",1
2018-11-02,"NB02",1
2018-11-02,"NB03",1
2018-11-02,"NB04",1
2018-11-02,"NB05",1
2018-11-02,"NB06",1
2018-11-02,"NB07",0
2018-11-02,"NB08",0
2018-11-02,"NB09",0
2018-11-02,"NB10",0
2018-11-02,"NB11",1
2018-11-02,"NB12",1
2018-11-02,"NB14",0
2018-11-02,"NB15",1
2018-11-02,"NB16",1
2018-11-02,"NB17",0
2018-11-02,"NB18",1
2018-11-02,"NB19",0
2018-11-02,"NB20",1
2018-11-02,"NB21",1
2018-11-02,"NB22",0
2018-11-02,"NB23",1
2018-11-02,"NB24",1
2018-11-02,"NB25",1
2018-11-02,"NB26",1
2018-11-02,"NB27",1
2018-11-02,"NB28",1
2018-11-02,"NB29",0
2018-11-02,"NB30",1
2018-11-02,"NB31",1
2018-11-02,"NB32",1
2018-11-02,"NB33",1
2018-11-02,"NB34",1
2018-11-02,"NB35",1
2018-11-02,"NB36",1
2018-11-02,"NB37",1
2018-11-02,"NB38",1
2018-11-02,"NB39",1
2018-11-02,"NB40",1
2018-11-02,"NB41",1
2018-11-02,"NB42",1
2018-11-02,"NB43",0
2018-11-02,"NB44",0
2018-11-02,"NB45",1
2018-11-02,"NB46",0
2018-11-02,"NB47",1
2018-11-02,"NB48",1
2018-11-02,"NB49",1
2018-11-02,"NB50",1
2018-11-03,"MN02",1
2018-11-03,"MN04",0
2018-11-03,"MN05",1
2018-11-03,"MN06",1
2018-11-03,"MN07",1
2018-11-03,"MN08",1
2018-11-03,"MN09",1
2018-11-03,"MN10",0
2018-11-03,"MN11",1
2018-11-03,"MN12",1
2018-11-03,"MN13",0
2018-11-03,"MN14",1
2018-11-03,"MN15",1
2018-11-03,"MN16",1
2018-11-03,"MN17",1
2018-11-03,"MN18",0
2018-11-03,"MN19",1
2018-11-03,"MN20",1
2018-11-03,"MN21",0
2018-11-03,"MN22",1
2018-11-03,"MN23",1
2018-11-03,"MN24",0
2018-11-03,"MN25",0
2018-11-03,"MN26",0
2018-11-03,"MN27",1
2018-11-03,"MN29",1
2018-11-03,"MN30",1
2018-11-03,"MN31",1
2018-11-03,"MN32",0
2018-11-03,"MN33",1
2018-11-03,"MN34",1
2018-11-03,"MN35",1
2018-11-03,"MN37",1
2018-11-03,"MN38",1
2018-11-03,"MN39",1
2018-11-03,"MN40",0
2018-11-03,"MN41",0
2018-11-03,"MN42",1
2018-11-03,"MN43",0
2018-11-03,"MN44",1
2018-11-03,"MN45",1
2018-11-03,"MN46",1
2018-11-03,"MN47",0
2018-11-03,"MN48",1
2018-11-03,"MN49",0
2018-11-03,"MN50",1
2018-11-03,"MT01",1
2018-11-03,"MT02",1
2018-11-03,"MT03",1
2018-11-03,"MT04",0
2018-11-03,"MT05",1
2018-11-03,"MT07",1
2018-11-03,"MT08",1
2018-11-03,"MT09",0
2018-11-03,"MT10",1
2018-11-03,"MT11",1
2018-11-03,"MT12",0
2018-11-03,"MT13",1
2018-11-03,"MT14",1
2018-11-03,"MT15",0
2018-11-03,"MT16",1
2018-11-03,"MT17",1
2018-11-03,"MT18",1
2018-11-03,"MT19",0
2018-11-03,"MT20",1
2018-11-03,"MT21",0
2018-11-03,"MT22",0
2018-11-03,"MT23",1
2018-11-03,"MT24",0
2018-11-03,"MT25",1
2018-11-03,"MT26",1
2018-11-03,"MT27",1
2018-11-03,"MT28",1
2018-11-03,"MT29",0
2018-11-03,"MT30",1
2018-11-03,"MT31",1
2018-11-03,"MT32",1
2018-11-03,"MT33",1
2018-11-03,"MT34",1
2018-11-03,"MT35",1
2018-11-03,"MT36",1
2018-11-03,"MT37",1
2018-11-03,"MT38",0
2018-11-03,"MT39",0
2018-11-03,"MT40",1
2018-11-03,"MT41",0
2018-11-03,"MT42",1
2018-11-03,"MT43",0
2018-11-03,"MT44",1
2018-11-03,"MT45",0
2018-11-03,"MT46",0
2018-11-03,"MT47",1
2018-11-03,"MT48",1
2018-11-03,"MT49",0
2018-11-03,"OMC01",0
2018-11-03,"OMC02",1
2018-11-03,"OMC03",1
2018-11-03,"OMC04",1
2018-11-03,"OMC05",1
2018-11-03,"OMC06",0
2018-11-03,"OMC07",1
2018-11-03,"OMC09",1
2018-11-03,"OMC10",0
2018-11-03,"OMC11",0
2018-11-03,"OMC12",1
2018-11-03,"OMC13",0
2018-11-03,"OMC15",0
2018-11-03,"OMC16",1
2018-11-03,"OMC17",0
2018-11-03,"OMC18",1
2018-11-03,"OMC19",1
2018-11-03,"OMC21",1
2018-11-03,"OMC22",1
2018-11-03,"OMC23",0
2018-11-03,"OMC24",1
2018-11-03,"OMC25",1
2018-11-03,"OMC26",1
2018-11-03,"OMC27",1
2018-11-03,"OMC28",1
2018-11-03,"OMC29",0
2018-11-03,"OMC30",1
2018-11-03,"OMC31",1
2018-11-03,"OMC32",0
2018-11-03,"OMC33",0
2018-11-03,"OMC34",1
2018-11-03,"OMC36",1
2018-11-03,"OMC37",0
2018-11-03,"OMC38",1
2018-11-03,"NB01",1
2018-11-03,"NB02",1
2018-11-03,"NB03",1
2018-11-03,"NB04",1
2018-11-03,"NB05",1
2018-11-03,"NB06",1
2018-11-03,"NB07",0
2018-11-03,"NB08",0
2018-11-03,"NB09",0
2018-11-03,"NB10",0
2018-11-03,"NB11",1
2018-11-03,"NB12",0
2018-11-03,"NB14",0
2018-11-03,"NB15",1
2018-11-03,"NB16",1
2018-11-03,"NB17",1
2018-11-03,"NB18",1
2018-11-03,"NB19",1
2018-11-03,"NB20",1
2018-11-03,"NB21",1
2018-11-03,"NB22",0
2018-11-03,"NB23",1
2018-11-03,"NB24",1
2018-11-03,"NB25",1
2018-11-03,"NB26",1
2018-11-03,"NB27",1
2018-11-03,"NB28",1
2018-11-03,"NB29",0
2018-11-03,"NB30",1
2018-11-03,"NB31",1
2018-11-03,"NB32",1
2018-11-03,"NB33",1
2018-11-03,"NB34",1
2018-11-03,"NB35",1
2018-11-03,"NB36",1
2018-11-03,"NB37",1
2018-11-03,"NB38",1
2018-11-03,"NB39",1
2018-11-03,"NB40",1
2018-11-03,"NB41",1
2018-11-03,"NB42",1
2018-11-03,"NB43",0
2018-11-03,"NB44",1
2018-11-03,"NB45",1
2018-11-03,"NB46",1
2018-11-03,"NB47",1
2018-11-03,"NB48",1
2018-11-03,"NB49",1
2018-11-03,"NB50",1
2018-11-04,"MN02",1
2018-11-04,"MN04",0
2018-11-04,"MN05",1
2018-11-04,"MN06",1
2018-11-04,"MN07",1
2018-11-04,"MN08",1
2018-11-04,"MN09",1
2018-11-04,"MN10",0
2018-11-04,"MN11",1
2018-11-04,"MN12",1
2018-11-04,"MN13",0
2018-11-04,"MN14",1
2018-11-04,"MN15",0
2018-11-04,"MN16",1
2018-11-04,"MN17",1
2018-11-04,"MN18",0
2018-11-04,"MN19",1
2018-11-04,"MN20",1
2018-11-04,"MN21",0
2018-11-04,"MN22",1
2018-11-04,"MN23",1
2018-11-04,"MN24",0
2018-11-04,"MN25",0
2018-11-04,"MN26",0
2018-11-04,"MN27",1
2018-11-04,"MN29",1
2018-11-04,"MN30",1
2018-11-04,"MN31",1
2018-11-04,"MN32",0
2018-11-04,"MN33",1
2018-11-04,"MN34",1
2018-11-04,"MN35",1
2018-11-04,"MN37",1
2018-11-04,"MN38",1
2018-11-04,"MN39",1
2018-11-04,"MN40",0
2018-11-04,"MN41",0
2018-11-04,"MN42",1
2018-11-04,"MN43",0
2018-11-04,"MN44",0
2018-11-04,"MN45",1
2018-11-04,"MN46",1
2018-11-04,"MN47",0
2018-11-04,"MN48",1
2018-11-04,"MN49",0
2018-11-04,"MN50",1
2018-11-04,"MT01",1
2018-11-04,"MT02",1
2018-11-04,"MT03",1
2018-11-04,"MT04",0
2018-11-04,"MT05",1
2018-11-04,"MT07",1
2018-11-04,"MT08",1
2018-11-04,"MT09",0
2018-11-04,"MT10",1
2018-11-04,"MT11",1
2018-11-04,"MT12",0
2018-11-04,"MT13",1
2018-11-04,"MT14",1
2018-11-04,"MT15",0
2018-11-04,"MT16",1
2018-11-04,"MT17",1
2018-11-04,"MT18",1
2018-11-04,"MT19",0
2018-11-04,"MT20",1
2018-11-04,"MT21",0
2018-11-04,"MT22",0
2018-11-04,"MT23",1
2018-11-04,"MT24",0
2018-11-04,"MT25",1
2018-11-04,"MT26",1
2018-11-04,"MT27",1
2018-11-04,"MT28",1
2018-11-04,"MT29",0
2018-11-04,"MT30",1
2018-11-04,"MT31",1
2018-11-04,"MT32",1
2018-11-04,"MT33",1
2018-11-04,"MT34",1
2018-11-04,"MT35",1
2018-11-04,"MT36",1
2018-11-04,"MT37",1
2018-11-04,"MT38",0
2018-11-04,"MT39",0
2018-11-04,"MT40",1
2018-11-04,"MT41",0
2018-11-04,"MT42",1
2018-11-04,"MT43",0
2018-11-04,"MT44",1
2018-11-04,"MT45",0
2018-11-04,"MT46",0
2018-11-04,"MT47",1
2018-11-04,"MT48",1
2018-11-04,"MT49",0
2018-11-04,"OMC01",0
2018-11-04,"OMC02",1
2018-11-04,"OMC03",1
2018-11-04,"OMC04",1
2018-11-04,"OMC05",1
2018-11-04,"OMC06",0
2018-11-04,"OMC07",1
2018-11-04,"OMC09",1
2018-11-04,"OMC10",0
2018-11-04,"OMC11",0
2018-11-04,"OMC12",1
2018-11-04,"OMC13",0
2018-11-04,"OMC15",0
2018-11-04,"OMC16",1
2018-11-04,"OMC17",0
2018-11-04,"OMC18",1
2018-11-04,"OMC19",1
2018-11-04,"OMC21",1
2018-11-04,"OMC22",1
2018-11-04,"OMC23",0
2018-11-04,"OMC24",1
2018-11-04,"OMC25",1
2018-11-04,"OMC26",1
2018-11-04,"OMC27",1
2018-11-04,"OMC28",1
2018-11-04,"OMC29",0
2018-11-04,"OMC30",1
2018-11-04,"OMC31",1
2018-11-04,"OMC32",0
2018-11-04,"OMC33",0
2018-11-04,"OMC34",1
2018-11-04,"OMC36",1
2018-11-04,"OMC37",0
2018-11-04,"OMC38",1
2018-11-04,"NB01",1
2018-11-04,"NB02",1
2018-11-04,"NB03",1
2018-11-04,"NB04",1
2018-11-04,"NB05",1
2018-11-04,"NB06",1
2018-11-04,"NB07",0
2018-11-04,"NB08",0
2018-11-04,"NB09",0
2018-11-04,"NB10",0
2018-11-04,"NB11",1
2018-11-04,"NB12",1
2018-11-04,"NB14",0
2018-11-04,"NB15",1
2018-11-04,"NB16",1
2018-11-04,"NB17",1
2018-11-04,"NB18",1
2018-11-04,"NB19",1
2018-11-04,"NB20",1
2018-11-04,"NB21",1
2018-11-04,"NB22",0
2018-11-04,"NB23",1
2018-11-04,"NB24",1
2018-11-04,"NB25",1
2018-11-04,"NB26",1
2018-11-04,"NB27",1
2018-11-04,"NB28",1
2018-11-04,"NB29",1
2018-11-04,"NB30",1
2018-11-04,"NB31",1
2018-11-04,"NB32",1
2018-11-04,"NB33",1
2018-11-04,"NB34",1
2018-11-04,"NB35",1
2018-11-04,"NB36",1
2018-11-04,"NB37",1
2018-11-04,"NB38",1
2018-11-04,"NB39",1
2018-11-04,"NB40",1
2018-11-04,"NB41",1
2018-11-04,"NB42",1
2018-11-04,"NB43",1
2018-11-04,"NB44",1
2018-11-04,"NB45",1
2018-11-04,"NB46",1
2018-11-04,"NB47",1
2018-11-04,"NB48",1
2018-11-04,"NB49",1
2018-11-04,"NB50",1
2018-11-05,"MN02",1
2018-11-05,"MN04",0
2018-11-05,"MN05",1
2018-11-05,"MN06",1
2018-11-05,"MN07",1
2018-11-05,"MN08",1
2018-11-05,"MN09",1
2018-11-05,"MN10",0
2018-11-05,"MN11",1
2018-11-05,"MN12",1
2018-11-05,"MN13",0
2018-11-05,"MN14",1
2018-11-05,"MN15",0
2018-11-05,"MN16",1
2018-11-05,"MN17",1
2018-11-05,"MN18",0
2018-11-05,"MN19",1
2018-11-05,"MN20",1
2018-11-05,"MN21",0
2018-11-05,"MN22",1
2018-11-05,"MN23",1
2018-11-05,"MN24",0
2018-11-05,"MN25",0
2018-11-05,"MN26",0
2018-11-05,"MN27",1
2018-11-05,"MN29",1
2018-11-05,"MN30",1
2018-11-05,"MN31",1
2018-11-05,"MN32",0
2018-11-05,"MN33",1
2018-11-05,"MN34",1
2018-11-05,"MN35",1
2018-11-05,"MN37",1
2018-11-05,"MN38",1
2018-11-05,"MN39",1
2018-11-05,"MN40",0
2018-11-05,"MN41",0
2018-11-05,"MN42",1
2018-11-05,"MN43",0
2018-11-05,"MN44",0
2018-11-05,"MN45",1
2018-11-05,"MN46",1
2018-11-05,"MN47",0
2018-11-05,"MN48",0
2018-11-05,"MN49",0
2018-11-05,"MN50",1
2018-11-05,"MT01",1
2018-11-05,"MT02",1
2018-11-05,"MT03",1
2018-11-05,"MT04",0
2018-11-05,"MT05",1
2018-11-05,"MT07",1
2018-11-05,"MT08",1
2018-11-05,"MT09",0
2018-11-05,"MT10",1
2018-11-05,"MT11",1
2018-11-05,"MT12",0
2018-11-05,"MT13",1
2018-11-05,"MT14",1
2018-11-05,"MT15",0
2018-11-05,"MT16",1
2018-11-05,"MT17",1
2018-11-05,"MT18",1
2018-11-05,"MT19",0
2018-11-05,"MT20",1
2018-11-05,"MT21",0
2018-11-05,"MT22",0
2018-11-05,"MT23",1
2018-11-05,"MT24",0
2018-11-05,"MT25",1
2018-11-05,"MT26",1
2018-11-05,"MT27",1
2018-11-05,"MT28",1
2018-11-05,"MT29",0
2018-11-05,"MT30",1
2018-11-05,"MT31",1
2018-11-05,"MT32",1
2018-11-05,"MT33",1
2018-11-05,"MT34",1
2018-11-05,"MT35",1
2018-11-05,"MT36",1
2018-11-05,"MT37",1
2018-11-05,"MT38",0
2018-11-05,"MT39",0
2018-11-05,"MT40",1
2018-11-05,"MT41",0
2018-11-05,"MT42",1
2018-11-05,"MT43",0
2018-11-05,"MT44",1
2018-11-05,"MT45",0
2018-11-05,"MT46",0
2018-11-05,"MT47",1
2018-11-05,"MT48",1
2018-11-05,"MT49",0
2018-11-05,"OMC01",0
2018-11-05,"OMC02",1
2018-11-05,"OMC03",1
2018-11-05,"OMC04",1
2018-11-05,"OMC05",1
2018-11-05,"OMC06",0
2018-11-05,"OMC07",1
2018-11-05,"OMC09",1
2018-11-05,"OMC10",0
2018-11-05,"OMC11",0
2018-11-05,"OMC12",1
2018-11-05,"OMC13",0
2018-11-05,"OMC15",0
2018-11-05,"OMC16",1
2018-11-05,"OMC17",0
2018-11-05,"OMC18",1
2018-11-05,"OMC19",1
2018-11-05,"OMC21",1
2018-11-05,"OMC22",1
2018-11-05,"OMC23",0
2018-11-05,"OMC24",1
2018-11-05,"OMC25",1
2018-11-05,"OMC26",1
2018-11-05,"OMC27",1
2018-11-05,"OMC28",1
2018-11-05,"OMC29",0
2018-11-05,"OMC30",1
2018-11-05,"OMC31",1
2018-11-05,"OMC32",0
2018-11-05,"OMC33",0
2018-11-05,"OMC34",1
2018-11-05,"OMC36",1
2018-11-05,"OMC37",0
2018-11-05,"OMC38",1
2018-11-05,"NB01",1
2018-11-05,"NB02",1
2018-11-05,"NB03",1
2018-11-05,"NB04",1
2018-11-05,"NB05",1
2018-11-05,"NB06",1
2018-11-05,"NB07",0
2018-11-05,"NB08",1
2018-11-05,"NB09",1
2018-11-05,"NB10",1
2018-11-05,"NB11",1
2018-11-05,"NB12",1
2018-11-05,"NB14",1
2018-11-05,"NB15",1
2018-11-05,"NB16",1
2018-11-05,"NB17",1
2018-11-05,"NB18",1
2018-11-05,"NB19",1
2018-11-05,"NB20",1
2018-11-05,"NB21",1
2018-11-05,"NB22",1
2018-11-05,"NB23",1
2018-11-05,"NB24",1
2018-11-05,"NB25",1
2018-11-05,"NB26",1
2018-11-05,"NB27",1
2018-11-05,"NB28",1
2018-11-05,"NB29",1
2018-11-05,"NB30",1
2018-11-05,"NB31",1
2018-11-05,"NB32",1
2018-11-05,"NB33",1
2018-11-05,"NB34",1
2018-11-05,"NB35",1
2018-11-05,"NB36",1
2018-11-05,"NB37",1
2018-11-05,"NB38",1
2018-11-05,"NB39",1
2018-11-05,"NB40",1
2018-11-05,"NB41",1
2018-11-05,"NB42",1
2018-11-05,"NB43",1
2018-11-05,"NB44",1
2018-11-05,"NB45",1
2018-11-05,"NB46",1
2018-11-05,"NB47",1
2018-11-05,"NB48",1
2018-11-05,"NB49",1
2018-11-05,"NB50",1
2018-11-06,"MN02",1
2018-11-06,"MN04",0
2018-11-06,"MN05",1
2018-11-06,"MN06",1
2018-11-06,"MN07",1
2018-11-06,"MN08",1
2018-11-06,"MN09",1
2018-11-06,"MN10",0
2018-11-06,"MN11",1
2018-11-06,"MN12",1
2018-11-06,"MN13",0
2018-11-06,"MN14",1
2018-11-06,"MN15",0
2018-11-06,"MN16",1
2018-11-06,"MN17",1
2018-11-06,"MN18",0
2018-11-06,"MN19",1
2018-11-06,"MN20",1
2018-11-06,"MN21",0
2018-11-06,"MN22",1
2018-11-06,"MN23",1
2018-11-06,"MN24",0
2018-11-06,"MN25",0
2018-11-06,"MN26",0
2018-11-06,"MN27",1
2018-11-06,"MN29",1
2018-11-06,"MN30",1
2018-11-06,"MN31",1
2018-11-06,"MN32",0
2018-11-06,"MN33",1
2018-11-06,"MN34",1
2018-11-06,"MN35",1
2018-11-06,"MN37",1
2018-11-06,"MN38",1
2018-11-06,"MN39",1
2018-11-06,"MN40",0
2018-11-06,"MN41",0
2018-11-06,"MN42",1
2018-11-06,"MN43",0
2018-11-06,"MN44",0
2018-11-06,"MN45",1
2018-11-06,"MN46",1
2018-11-06,"MN47",0
2018-11-06,"MN48",0
2018-11-06,"MN49",0
2018-11-06,"MN50",1
2018-11-06,"MT01",1
2018-11-06,"MT02",1
2018-11-06,"MT03",1
2018-11-06,"MT04",0
2018-11-06,"MT05",1
2018-11-06,"MT07",1
2018-11-06,"MT08",1
2018-11-06,"MT09",0
2018-11-06,"MT10",1
2018-11-06,"MT11",1
2018-11-06,"MT12",0
2018-11-06,"MT13",1
2018-11-06,"MT14",1
2018-11-06,"MT15",0
2018-11-06,"MT16",1
2018-11-06,"MT17",1
2018-11-06,"MT18",1
2018-11-06,"MT19",0
2018-11-06,"MT20",1
2018-11-06,"MT21",0
2018-11-06,"MT22",0
2018-11-06,"MT23",1
2018-11-06,"MT24",0
2018-11-06,"MT25",1
2018-11-06,"MT26",1
2018-11-06,"MT27",1
2018-11-06,"MT28",1
2018-11-06,"MT29",0
2018-11-06,"MT30",1
2018-11-06,"MT31",1
2018-11-06,"MT32",1
2018-11-06,"MT33",1
2018-11-06,"MT34",1
2018-11-06,"MT35",1
2018-11-06,"MT36",1
2018-11-06,"MT37",1
2018-11-06,"MT38",0
2018-11-06,"MT39",0
2018-11-06,"MT40",1
2018-11-06,"MT41",0
2018-11-06,"MT42",1
2018-11-06,"MT43",0
2018-11-06,"MT44",1
2018-11-06,"MT45",0
2018-11-06,"MT46",0
2018-11-06,"MT47",1
2018-11-06,"MT48",1
2018-11-06,"MT49",0
2018-11-06,"OMC01",0
2018-11-06,"OMC02",1
2018-11-06,"OMC03",1
2018-11-06,"OMC04",0
2018-11-06,"OMC05",1
2018-11-06,"OMC06",0
2018-11-06,"OMC07",1
2018-11-06,"OMC09",1
2018-11-06,"OMC10",0
2018-11-06,"OMC11",0
2018-11-06,"OMC12",0
2018-11-06,"OMC13",0
2018-11-06,"OMC15",0
2018-11-06,"OMC16",1
2018-11-06,"OMC17",0
2018-11-06,"OMC18",1
2018-11-06,"OMC19",1
2018-11-06,"OMC21",1
2018-11-06,"OMC22",1
2018-11-06,"OMC23",0
2018-11-06,"OMC24",1
2018-11-06,"OMC25",1
2018-11-06,"OMC26",1
2018-11-06,"OMC27",1
2018-11-06,"OMC28",1
2018-11-06,"OMC29",0
2018-11-06,"OMC30",1
2018-11-06,"OMC31",1
2018-11-06,"OMC32",0
2018-11-06,"OMC33",0
2018-11-06,"OMC34",1
2018-11-06,"OMC36",1
2018-11-06,"OMC37",0
2018-11-06,"OMC38",1
2018-11-06,"NB01",1
2018-11-06,"NB02",1
2018-11-06,"NB03",1
2018-11-06,"NB04",1
2018-11-06,"NB05",1
2018-11-06,"NB06",1
2018-11-06,"NB07",0
2018-11-06,"NB08",1
2018-11-06,"NB09",1
2018-11-06,"NB10",1
2018-11-06,"NB11",1
2018-11-06,"NB12",1
2018-11-06,"NB14",1
2018-11-06,"NB15",1
2018-11-06,"NB16",1
2018-11-06,"NB17",1
2018-11-06,"NB18",1
2018-11-06,"NB19",1
2018-11-06,"NB20",1
2018-11-06,"NB21",1
2018-11-06,"NB22",1
2018-11-06,"NB23",1
2018-11-06,"NB24",1
2018-11-06,"NB25",1
2018-11-06,"NB26",1
2018-11-06,"NB27",1
2018-11-06,"NB28",1
2018-11-06,"NB29",1
2018-11-06,"NB30",1
2018-11-06,"NB31",1
2018-11-06,"NB32",1
2018-11-06,"NB33",1
2018-11-06,"NB34",1
2018-11-06,"NB35",1
2018-11-06,"NB36",1
2018-11-06,"NB37",1
2018-11-06,"NB38",1
2018-11-06,"NB39",1
2018-11-06,"NB40",1
2018-11-06,"NB41",1
2018-11-06,"NB42",1
2018-11-06,"NB43",1
2018-11-06,"NB44",1
2018-11-06,"NB45",1
2018-11-06,"NB46",1
2018-11-06,"NB47",1
2018-11-06,"NB48",1
2018-11-06,"NB49",1
