"Date","CT_site","effort_class"
2018-10-18,"OMC16",1
2018-10-18,"OMC17",1
2018-10-18,"OMC18",1
2018-10-18,"OMC19",1
2018-10-18,"OMC21",1
2018-10-18,"OMC22",1
2018-10-18,"OMC23",1
2018-10-18,"OMC24",1
2018-10-18,"OMC25",1
2018-10-18,"OMC26",1
2018-10-18,"OMC27",1
2018-10-18,"OMC28",1
2018-10-18,"OMC29",1
2018-10-18,"OMC30",1
2018-10-18,"OMC31",1
2018-10-18,"OMC32",1
2018-10-18,"OMC33",1
2018-10-18,"OMC34",1
2018-10-18,"OMC36",1
2018-10-18,"OMC37",1
2018-10-18,"OMC38",1
2018-10-18,"NB01",1
2018-10-18,"NB02",1
2018-10-18,"NB03",1
2018-10-18,"NB04",1
2018-10-18,"NB05",1
2018-10-18,"NB06",1
2018-10-18,"NB07",0
2018-10-18,"NB08",1
2018-10-18,"NB09",1
2018-10-18,"NB10",1
2018-10-18,"NB11",1
2018-10-18,"NB12",1
2018-10-18,"NB14",1
2018-10-18,"NB15",1
2018-10-18,"NB16",1
2018-10-18,"NB17",1
2018-10-18,"NB18",1
2018-10-18,"NB19",0
2018-10-18,"NB20",1
2018-10-18,"NB21",1
2018-10-18,"NB22",1
2018-10-18,"NB23",1
2018-10-18,"NB24",1
2018-10-18,"NB25",1
2018-10-18,"NB26",1
2018-10-18,"NB27",1
2018-10-18,"NB28",1
2018-10-18,"NB29",0
2018-10-18,"NB30",1
2018-10-18,"NB31",1
2018-10-18,"NB32",1
2018-10-18,"NB33",1
2018-10-18,"NB34",1
2018-10-18,"NB35",1
2018-10-18,"NB36",1
2018-10-18,"NB37",1
2018-10-18,"NB38",1
2018-10-18,"NB39",1
2018-10-18,"NB40",1
2018-10-18,"NB41",1
2018-10-18,"NB42",1
2018-10-18,"NB43",1
2018-10-18,"NB44",1
2018-10-18,"NB45",1
2018-10-18,"NB46",1
2018-10-18,"NB47",1
2018-10-18,"NB48",1
2018-10-18,"NB49",1
2018-10-18,"NB50",1
2018-10-19,"MN02",0
2018-10-19,"MN04",0
2018-10-19,"MN05",0
2018-10-19,"MN06",0
2018-10-19,"MN07",0
2018-10-19,"MN08",0
2018-10-19,"MN09",0
2018-10-19,"MN10",0
2018-10-19,"MN11",0
2018-10-19,"MN12",0
2018-10-19,"MN13",0
2018-10-19,"MN14",0
2018-10-19,"MN15",0
2018-10-19,"MN16",0
2018-10-19,"MN17",0
2018-10-19,"MN18",0
2018-10-19,"MN19",0
2018-10-19,"MN20",0
2018-10-19,"MN21",0
2018-10-19,"MN22",0
2018-10-19,"MN23",0
2018-10-19,"MN24",0
2018-10-19,"MN25",0
2018-10-19,"MN26",0
2018-10-19,"MN27",0
2018-10-19,"MN29",0
2018-10-19,"MN30",0
2018-10-19,"MN31",0
2018-10-19,"MN32",0
2018-10-19,"MN33",0
2018-10-19,"MN34",0
2018-10-19,"MN35",0
2018-10-19,"MN37",0
2018-10-19,"MN38",0
2018-10-19,"MN39",0
2018-10-19,"MN40",0
2018-10-19,"MN41",0
2018-10-19,"MN42",0
2018-10-19,"MN43",1
2018-10-19,"MN44",1
2018-10-19,"MN45",0
2018-10-19,"MN46",0
2018-10-19,"MN47",0
2018-10-19,"MN48",1
2018-10-19,"MN49",0
2018-10-19,"MN50",1
2018-10-19,"MT01",1
2018-10-19,"MT02",1
2018-10-19,"MT03",1
2018-10-19,"MT04",1
2018-10-19,"MT05",1
2018-10-19,"MT07",1
2018-10-19,"MT08",1
2018-10-19,"MT09",1
2018-10-19,"MT10",1
2018-10-19,"MT11",1
2018-10-19,"MT12",1
2018-10-19,"MT13",1
2018-10-19,"MT14",1
2018-10-19,"MT15",1
2018-10-19,"MT16",1
2018-10-19,"MT17",1
2018-10-19,"MT18",1
2018-10-19,"MT19",1
2018-10-19,"MT20",1
2018-10-19,"MT21",1
2018-10-19,"MT22",1
2018-10-19,"MT23",1
2018-10-19,"MT24",1
2018-10-19,"MT25",1
2018-10-19,"MT26",1
2018-10-19,"MT27",1
2018-10-19,"MT28",1
2018-10-19,"MT29",1
2018-10-19,"MT30",1
2018-10-19,"MT31",1
2018-10-19,"MT32",1
2018-10-19,"MT33",1
2018-10-19,"MT34",1
2018-10-19,"MT35",1
2018-10-19,"MT36",1
2018-10-19,"MT37",1
2018-10-19,"MT38",1
2018-10-19,"MT39",0
2018-10-19,"MT40",1
2018-10-19,"MT41",1
2018-10-19,"MT42",1
2018-10-19,"MT43",1
2018-10-19,"MT44",1
2018-10-19,"MT45",1
2018-10-19,"MT46",1
2018-10-19,"MT47",1
2018-10-19,"MT48",1
2018-10-19,"MT49",1
2018-10-19,"OMC01",1
2018-10-19,"OMC02",1
2018-10-19,"OMC03",1
2018-10-19,"OMC04",1
2018-10-19,"OMC05",1
2018-10-19,"OMC06",1
2018-10-19,"OMC07",1
2018-10-19,"OMC09",1
2018-10-19,"OMC10",1
2018-10-19,"OMC11",1
2018-10-19,"OMC12",1
2018-10-19,"OMC13",1
2018-10-19,"OMC15",1
2018-10-19,"OMC16",1
2018-10-19,"OMC17",1
2018-10-19,"OMC18",1
2018-10-19,"OMC19",1
2018-10-19,"OMC21",1
2018-10-19,"OMC22",1
2018-10-19,"OMC23",1
2018-10-19,"OMC24",1
2018-10-19,"OMC25",1
2018-10-19,"OMC26",1
2018-10-19,"OMC27",1
2018-10-19,"OMC28",1
2018-10-19,"OMC29",1
2018-10-19,"OMC30",1
2018-10-19,"OMC31",1
2018-10-19,"OMC32",1
2018-10-19,"OMC33",1
2018-10-19,"OMC34",1
2018-10-19,"OMC36",1
2018-10-19,"OMC37",1
2018-10-19,"OMC38",1
2018-10-19,"NB01",1
2018-10-19,"NB02",1
2018-10-19,"NB03",1
2018-10-19,"NB04",1
2018-10-19,"NB05",1
2018-10-19,"NB06",1
2018-10-19,"NB07",0
2018-10-19,"NB08",1
2018-10-19,"NB09",0
2018-10-19,"NB10",1
2018-10-19,"NB11",1
2018-10-19,"NB12",1
2018-10-19,"NB14",1
2018-10-19,"NB15",1
2018-10-19,"NB16",1
2018-10-19,"NB17",1
2018-10-19,"NB18",1
2018-10-19,"NB19",0
2018-10-19,"NB20",1
2018-10-19,"NB21",1
2018-10-19,"NB22",1
2018-10-19,"NB23",1
2018-10-19,"NB24",1
2018-10-19,"NB25",1
2018-10-19,"NB26",1
2018-10-19,"NB27",1
2018-10-19,"NB28",1
2018-10-19,"NB29",0
2018-10-19,"NB30",1
2018-10-19,"NB31",1
2018-10-19,"NB32",1
2018-10-19,"NB33",1
2018-10-19,"NB34",1
2018-10-19,"NB35",1
2018-10-19,"NB36",1
2018-10-19,"NB37",1
2018-10-19,"NB38",1
2018-10-19,"NB39",1
2018-10-19,"NB40",1
2018-10-19,"NB41",1
2018-10-19,"NB42",1
2018-10-19,"NB43",1
2018-10-19,"NB44",1
2018-10-19,"NB45",1
2018-10-19,"NB46",0
2018-10-19,"NB47",1
2018-10-19,"NB48",1
2018-10-19,"NB49",1
2018-10-19,"NB50",1
2018-10-20,"MN02",1
2018-10-20,"MN04",0
2018-10-20,"MN05",1
2018-10-20,"MN06",1
2018-10-20,"MN07",1
2018-10-20,"MN08",0
2018-10-20,"MN09",0
2018-10-20,"MN10",0
2018-10-20,"MN11",1
2018-10-20,"MN12",0
2018-10-20,"MN13",0
2018-10-20,"MN14",0
2018-10-20,"MN15",0
2018-10-20,"MN16",1
2018-10-20,"MN17",0
2018-10-20,"MN18",0
2018-10-20,"MN19",0
2018-10-20,"MN20",0
2018-10-20,"MN21",0
2018-10-20,"MN22",0
2018-10-20,"MN23",0
2018-10-20,"MN24",0
2018-10-20,"MN25",0
2018-10-20,"MN26",0
2018-10-20,"MN27",0
2018-10-20,"MN29",0
2018-10-20,"MN30",0
2018-10-20,"MN31",0
2018-10-20,"MN32",0
2018-10-20,"MN33",1
2018-10-20,"MN34",1
2018-10-20,"MN35",1
2018-10-20,"MN37",1
2018-10-20,"MN38",0
2018-10-20,"MN39",1
2018-10-20,"MN40",1
2018-10-20,"MN41",1
2018-10-20,"MN42",1
2018-10-20,"MN43",1
2018-10-20,"MN44",1
2018-10-20,"MN45",1
2018-10-20,"MN46",0
2018-10-20,"MN47",1
2018-10-20,"MN48",1
2018-10-20,"MN49",0
2018-10-20,"MN50",1
2018-10-20,"MT01",1
2018-10-20,"MT02",1
2018-10-20,"MT03",1
2018-10-20,"MT04",1
2018-10-20,"MT05",1
2018-10-20,"MT07",1
2018-10-20,"MT08",1
2018-10-20,"MT09",0
2018-10-20,"MT10",1
2018-10-20,"MT11",1
2018-10-20,"MT12",1
2018-10-20,"MT13",1
2018-10-20,"MT14",1
2018-10-20,"MT15",1
2018-10-20,"MT16",1
2018-10-20,"MT17",1
2018-10-20,"MT18",1
2018-10-20,"MT19",1
2018-10-20,"MT20",1
2018-10-20,"MT21",0
2018-10-20,"MT22",1
2018-10-20,"MT23",1
2018-10-20,"MT24",1
2018-10-20,"MT25",1
2018-10-20,"MT26",1
2018-10-20,"MT27",1
2018-10-20,"MT28",1
2018-10-20,"MT29",1
2018-10-20,"MT30",1
2018-10-20,"MT31",1
2018-10-20,"MT32",1
2018-10-20,"MT33",1
2018-10-20,"MT34",1
2018-10-20,"MT35",1
2018-10-20,"MT36",1
2018-10-20,"MT37",1
2018-10-20,"MT38",1
2018-10-20,"MT39",0
2018-10-20,"MT40",1
2018-10-20,"MT41",1
2018-10-20,"MT42",1
2018-10-20,"MT43",1
2018-10-20,"MT44",1
2018-10-20,"MT45",1
2018-10-20,"MT46",1
2018-10-20,"MT47",1
2018-10-20,"MT48",1
2018-10-20,"MT49",1
2018-10-20,"OMC01",1
2018-10-20,"OMC02",1
2018-10-20,"OMC03",1
2018-10-20,"OMC04",1
2018-10-20,"OMC05",1
2018-10-20,"OMC06",1
2018-10-20,"OMC07",1
2018-10-20,"OMC09",1
2018-10-20,"OMC10",1
2018-10-20,"OMC11",0
2018-10-20,"OMC12",1
2018-10-20,"OMC13",1
2018-10-20,"OMC15",1
2018-10-20,"OMC16",1
2018-10-20,"OMC17",1
2018-10-20,"OMC18",1
2018-10-20,"OMC19",1
2018-10-20,"OMC21",1
2018-10-20,"OMC22",1
2018-10-20,"OMC23",1
2018-10-20,"OMC24",1
2018-10-20,"OMC25",1
2018-10-20,"OMC26",1
2018-10-20,"OMC27",1
2018-10-20,"OMC28",1
2018-10-20,"OMC29",1
2018-10-20,"OMC30",1
2018-10-20,"OMC31",1
2018-10-20,"OMC32",1
2018-10-20,"OMC33",1
2018-10-20,"OMC34",1
2018-10-20,"OMC36",1
2018-10-20,"OMC37",1
2018-10-20,"OMC38",1
2018-10-20,"NB01",1
2018-10-20,"NB02",1
2018-10-20,"NB03",1
2018-10-20,"NB04",1
2018-10-20,"NB05",1
2018-10-20,"NB06",1
2018-10-20,"NB07",0
2018-10-20,"NB08",1
2018-10-20,"NB09",0
2018-10-20,"NB10",1
2018-10-20,"NB11",1
2018-10-20,"NB12",1
2018-10-20,"NB14",1
2018-10-20,"NB15",1
2018-10-20,"NB16",1
2018-10-20,"NB17",1
2018-10-20,"NB18",1
2018-10-20,"NB19",0
2018-10-20,"NB20",1
2018-10-20,"NB21",1
2018-10-20,"NB22",1
2018-10-20,"NB23",1
2018-10-20,"NB24",1
2018-10-20,"NB25",1
2018-10-20,"NB26",1
2018-10-20,"NB27",1
2018-10-20,"NB28",1
2018-10-20,"NB29",0
2018-10-20,"NB30",1
2018-10-20,"NB31",1
2018-10-20,"NB32",1
2018-10-20,"NB33",1
2018-10-20,"NB34",1
2018-10-20,"NB35",1
2018-10-20,"NB36",1
2018-10-20,"NB37",1
2018-10-20,"NB38",1
2018-10-20,"NB39",1
2018-10-20,"NB40",1
2018-10-20,"NB41",1
2018-10-20,"NB42",1
2018-10-20,"NB43",1
2018-10-20,"NB44",1
2018-10-20,"NB45",1
2018-10-20,"NB46",0
2018-10-20,"NB47",1
2018-10-20,"NB48",1
2018-10-20,"NB49",1
2018-10-20,"NB50",1
2018-10-21,"MN02",1
2018-10-21,"MN04",1
2018-10-21,"MN05",1
2018-10-21,"MN06",1
2018-10-21,"MN07",1
2018-10-21,"MN08",0
2018-10-21,"MN09",1
2018-10-21,"MN10",1
2018-10-21,"MN11",1
2018-10-21,"MN12",0
2018-10-21,"MN13",0
2018-10-21,"MN14",0
2018-10-21,"MN15",0
2018-10-21,"MN16",1
2018-10-21,"MN17",0
2018-10-21,"MN18",0
2018-10-21,"MN19",1
2018-10-21,"MN20",0
2018-10-21,"MN21",0
2018-10-21,"MN22",0
2018-10-21,"MN23",0
2018-10-21,"MN24",0
2018-10-21,"MN25",0
2018-10-21,"MN26",0
2018-10-21,"MN27",0
2018-10-21,"MN29",0
2018-10-21,"MN30",0
2018-10-21,"MN31",0
2018-10-21,"MN32",0
2018-10-21,"MN33",1
2018-10-21,"MN34",1
2018-10-21,"MN35",1
2018-10-21,"MN37",1
2018-10-21,"MN38",0
2018-10-21,"MN39",1
2018-10-21,"MN40",1
2018-10-21,"MN41",1
2018-10-21,"MN42",1
2018-10-21,"MN43",1
2018-10-21,"MN44",1
2018-10-21,"MN45",1
2018-10-21,"MN46",0
2018-10-21,"MN47",1
2018-10-21,"MN48",1
2018-10-21,"MN49",0
2018-10-21,"MN50",1
2018-10-21,"MT01",1
2018-10-21,"MT02",1
2018-10-21,"MT03",1
2018-10-21,"MT04",0
2018-10-21,"MT05",1
2018-10-21,"MT07",1
2018-10-21,"MT08",1
2018-10-21,"MT09",0
2018-10-21,"MT10",1
2018-10-21,"MT11",1
2018-10-21,"MT12",1
2018-10-21,"MT13",1
2018-10-21,"MT14",1
2018-10-21,"MT15",1
2018-10-21,"MT16",1
2018-10-21,"MT17",1
2018-10-21,"MT18",1
2018-10-21,"MT19",1
2018-10-21,"MT20",1
2018-10-21,"MT21",0
2018-10-21,"MT22",1
2018-10-21,"MT23",1
2018-10-21,"MT24",1
2018-10-21,"MT25",1
2018-10-21,"MT26",1
2018-10-21,"MT27",1
2018-10-21,"MT28",1
2018-10-21,"MT29",1
2018-10-21,"MT30",1
2018-10-21,"MT31",1
2018-10-21,"MT32",1
2018-10-21,"MT33",1
2018-10-21,"MT34",1
2018-10-21,"MT35",1
2018-10-21,"MT36",1
2018-10-21,"MT37",1
2018-10-21,"MT38",1
2018-10-21,"MT39",0
2018-10-21,"MT40",1
2018-10-21,"MT41",1
2018-10-21,"MT42",1
2018-10-21,"MT43",1
2018-10-21,"MT44",1
2018-10-21,"MT45",1
2018-10-21,"MT46",1
2018-10-21,"MT47",1
2018-10-21,"MT48",1
2018-10-21,"MT49",1
2018-10-21,"OMC01",1
2018-10-21,"OMC02",1
2018-10-21,"OMC03",1
2018-10-21,"OMC04",1
2018-10-21,"OMC05",1
2018-10-21,"OMC06",0
2018-10-21,"OMC07",1
2018-10-21,"OMC09",1
2018-10-21,"OMC10",1
2018-10-21,"OMC11",0
2018-10-21,"OMC12",1
2018-10-21,"OMC13",1
2018-10-21,"OMC15",1
2018-10-21,"OMC16",1
2018-10-21,"OMC17",1
2018-10-21,"OMC18",1
2018-10-21,"OMC19",1
2018-10-21,"OMC21",1
2018-10-21,"OMC22",1
2018-10-21,"OMC23",0
2018-10-21,"OMC24",1
2018-10-21,"OMC25",1
2018-10-21,"OMC26",1
2018-10-21,"OMC27",1
2018-10-21,"OMC28",1
2018-10-21,"OMC29",1
2018-10-21,"OMC30",1
2018-10-21,"OMC31",1
2018-10-21,"OMC32",1
2018-10-21,"OMC33",1
2018-10-21,"OMC34",1
2018-10-21,"OMC36",1
2018-10-21,"OMC37",1
2018-10-21,"OMC38",1
2018-10-21,"NB01",1
2018-10-21,"NB02",1
2018-10-21,"NB03",1
2018-10-21,"NB04",1
2018-10-21,"NB05",1
2018-10-21,"NB06",1
2018-10-21,"NB07",0
2018-10-21,"NB08",0
2018-10-21,"NB09",0
2018-10-21,"NB10",1
2018-10-21,"NB11",1
2018-10-21,"NB12",1
2018-10-21,"NB14",1
2018-10-21,"NB15",1
2018-10-21,"NB16",1
2018-10-21,"NB17",1
2018-10-21,"NB18",1
2018-10-21,"NB19",0
2018-10-21,"NB20",1
2018-10-21,"NB21",1
2018-10-21,"NB22",1
2018-10-21,"NB23",1
2018-10-21,"NB24",1
2018-10-21,"NB25",1
2018-10-21,"NB26",1
2018-10-21,"NB27",1
2018-10-21,"NB28",1
2018-10-21,"NB29",0
2018-10-21,"NB30",1
2018-10-21,"NB31",1
2018-10-21,"NB32",1
2018-10-21,"NB33",1
2018-10-21,"NB34",1
2018-10-21,"NB35",1
2018-10-21,"NB36",1
2018-10-21,"NB37",1
2018-10-21,"NB38",1
2018-10-21,"NB39",1
2018-10-21,"NB40",1
2018-10-21,"NB41",1
2018-10-21,"NB42",1
2018-10-21,"NB43",1
2018-10-21,"NB44",1
2018-10-21,"NB45",1
2018-10-21,"NB46",0
2018-10-21,"NB47",1
2018-10-21,"NB48",1
2018-10-21,"NB49",1
2018-10-21,"NB50",1
2018-10-22,"MN02",1
2018-10-22,"MN04",1
2018-10-22,"MN05",1
2018-10-22,"MN06",1
2018-10-22,"MN07",1
2018-10-22,"MN08",0
2018-10-22,"MN09",1
2018-10-22,"MN10",1
2018-10-22,"MN11",1
2018-10-22,"MN12",1
2018-10-22,"MN13",1
2018-10-22,"MN14",1
2018-10-22,"MN15",1
2018-10-22,"MN16",1
2018-10-22,"MN17",1
2018-10-22,"MN18",1
2018-10-22,"MN19",1
2018-10-22,"MN20",0
2018-10-22,"MN21",0
2018-10-22,"MN22",1
2018-10-22,"MN23",1
2018-10-22,"MN24",1
2018-10-22,"MN25",0
2018-10-22,"MN26",0
2018-10-22,"MN27",0
2018-10-22,"MN29",0
2018-10-22,"MN30",0
2018-10-22,"MN31",1
2018-10-22,"MN32",1
2018-10-22,"MN33",1
2018-10-22,"MN34",1
2018-10-22,"MN35",1
2018-10-22,"MN37",1
2018-10-22,"MN38",0
2018-10-22,"MN39",1
2018-10-22,"MN40",1
2018-10-22,"MN41",1
2018-10-22,"MN42",1
2018-10-22,"MN43",1
2018-10-22,"MN44",1
2018-10-22,"MN45",1
2018-10-22,"MN46",1
2018-10-22,"MN47",1
2018-10-22,"MN48",1
2018-10-22,"MN49",0
2018-10-22,"MN50",1
2018-10-22,"MT01",1
2018-10-22,"MT02",1
2018-10-22,"MT03",1
2018-10-22,"MT04",0
2018-10-22,"MT05",1
2018-10-22,"MT07",1
2018-10-22,"MT08",1
2018-10-22,"MT09",0
2018-10-22,"MT10",1
2018-10-22,"MT11",1
2018-10-22,"MT12",1
2018-10-22,"MT13",1
2018-10-22,"MT14",1
2018-10-22,"MT15",1
2018-10-22,"MT16",1
2018-10-22,"MT17",1
2018-10-22,"MT18",1
2018-10-22,"MT19",1
2018-10-22,"MT20",1
2018-10-22,"MT21",0
2018-10-22,"MT22",1
2018-10-22,"MT23",1
2018-10-22,"MT24",1
2018-10-22,"MT25",1
2018-10-22,"MT26",1
2018-10-22,"MT27",1
2018-10-22,"MT28",1
2018-10-22,"MT29",1
2018-10-22,"MT30",1
2018-10-22,"MT31",1
2018-10-22,"MT32",1
2018-10-22,"MT33",1
2018-10-22,"MT34",1
2018-10-22,"MT35",1
2018-10-22,"MT36",1
2018-10-22,"MT37",1
2018-10-22,"MT38",1
2018-10-22,"MT39",0
2018-10-22,"MT40",1
2018-10-22,"MT41",1
2018-10-22,"MT42",1
2018-10-22,"MT43",0
2018-10-22,"MT44",1
2018-10-22,"MT45",1
2018-10-22,"MT46",1
2018-10-22,"MT47",1
2018-10-22,"MT48",1
2018-10-22,"MT49",1
2018-10-22,"OMC01",1
2018-10-22,"OMC02",1
2018-10-22,"OMC03",1
2018-10-22,"OMC04",1
2018-10-22,"OMC05",1
2018-10-22,"OMC06",0
2018-10-22,"OMC07",1
2018-10-22,"OMC09",1
2018-10-22,"OMC10",1
2018-10-22,"OMC11",0
2018-10-22,"OMC12",1
2018-10-22,"OMC13",1
2018-10-22,"OMC15",1
2018-10-22,"OMC16",1
2018-10-22,"OMC17",1
2018-10-22,"OMC18",1
2018-10-22,"OMC19",1
2018-10-22,"OMC21",1
2018-10-22,"OMC22",1
2018-10-22,"OMC23",0
2018-10-22,"OMC24",1
2018-10-22,"OMC25",1
2018-10-22,"OMC26",1
2018-10-22,"OMC27",1
2018-10-22,"OMC28",1
2018-10-22,"OMC29",1
2018-10-22,"OMC30",1
2018-10-22,"OMC31",1
2018-10-22,"OMC32",0
2018-10-22,"OMC33",1
2018-10-22,"OMC34",1
2018-10-22,"OMC36",1
2018-10-22,"OMC37",1
2018-10-22,"OMC38",1
2018-10-22,"NB01",1
2018-10-22,"NB02",1
2018-10-22,"NB03",1
2018-10-22,"NB04",1
2018-10-22,"NB05",1
2018-10-22,"NB06",1
2018-10-22,"NB07",0
2018-10-22,"NB08",0
2018-10-22,"NB09",0
2018-10-22,"NB10",0
2018-10-22,"NB11",1
2018-10-22,"NB12",1
2018-10-22,"NB14",1
2018-10-22,"NB15",1
2018-10-22,"NB16",1
2018-10-22,"NB17",1
2018-10-22,"NB18",1
2018-10-22,"NB19",0
2018-10-22,"NB20",1
2018-10-22,"NB21",1
2018-10-22,"NB22",1
2018-10-22,"NB23",1
2018-10-22,"NB24",1
2018-10-22,"NB25",1
2018-10-22,"NB26",1
2018-10-22,"NB27",1
2018-10-22,"NB28",1
2018-10-22,"NB29",0
2018-10-22,"NB30",1
2018-10-22,"NB31",1
2018-10-22,"NB32",1
2018-10-22,"NB33",1
2018-10-22,"NB34",1
2018-10-22,"NB35",1
2018-10-22,"NB36",1
2018-10-22,"NB37",1
2018-10-22,"NB38",1
2018-10-22,"NB39",1
2018-10-22,"NB40",1
2018-10-22,"NB41",1
2018-10-22,"NB42",1
2018-10-22,"NB43",1
2018-10-22,"NB44",1
2018-10-22,"NB45",1
2018-10-22,"NB46",0
2018-10-22,"NB47",1
2018-10-22,"NB48",1
2018-10-22,"NB49",1
2018-10-22,"NB50",1
2018-10-23,"MN02",1
2018-10-23,"MN04",1
2018-10-23,"MN05",1
2018-10-23,"MN06",1
2018-10-23,"MN07",1
2018-10-23,"MN08",0
2018-10-23,"MN09",1
2018-10-23,"MN10",1
2018-10-23,"MN11",1
2018-10-23,"MN12",1
2018-10-23,"MN13",1
2018-10-23,"MN14",1
2018-10-23,"MN15",1
2018-10-23,"MN16",1
2018-10-23,"MN17",1
2018-10-23,"MN18",1
2018-10-23,"MN19",1
2018-10-23,"MN20",1
2018-10-23,"MN21",1
2018-10-23,"MN22",1
2018-10-23,"MN23",1
2018-10-23,"MN24",1
2018-10-23,"MN25",0
2018-10-23,"MN26",0
2018-10-23,"MN27",1
2018-10-23,"MN29",1
2018-10-23,"MN30",1
2018-10-23,"MN31",1
2018-10-23,"MN32",1
2018-10-23,"MN33",1
2018-10-23,"MN34",1
2018-10-23,"MN35",1
2018-10-23,"MN37",1
2018-10-23,"MN38",0
2018-10-23,"MN39",1
2018-10-23,"MN40",1
2018-10-23,"MN41",1
2018-10-23,"MN42",1
2018-10-23,"MN43",1
2018-10-23,"MN44",1
2018-10-23,"MN45",1
2018-10-23,"MN46",1
2018-10-23,"MN47",1
2018-10-23,"MN48",1
2018-10-23,"MN49",0
2018-10-23,"MN50",1
2018-10-23,"MT01",1
2018-10-23,"MT02",1
2018-10-23,"MT03",1
2018-10-23,"MT04",0
2018-10-23,"MT05",1
2018-10-23,"MT07",1
2018-10-23,"MT08",1
2018-10-23,"MT09",0
2018-10-23,"MT10",1
2018-10-23,"MT11",1
2018-10-23,"MT12",0
2018-10-23,"MT13",1
2018-10-23,"MT14",1
2018-10-23,"MT15",0
2018-10-23,"MT16",1
2018-10-23,"MT17",1
2018-10-23,"MT18",1
2018-10-23,"MT19",1
2018-10-23,"MT20",1
2018-10-23,"MT21",0
2018-10-23,"MT22",1
2018-10-23,"MT23",1
2018-10-23,"MT24",1
2018-10-23,"MT25",1
2018-10-23,"MT26",1
2018-10-23,"MT27",1
2018-10-23,"MT28",1
2018-10-23,"MT29",1
2018-10-23,"MT30",1
2018-10-23,"MT31",1
2018-10-23,"MT32",1
2018-10-23,"MT33",1
2018-10-23,"MT34",1
2018-10-23,"MT35",1
2018-10-23,"MT36",1
2018-10-23,"MT37",1
2018-10-23,"MT38",1
2018-10-23,"MT39",0
2018-10-23,"MT40",1
2018-10-23,"MT41",1
2018-10-23,"MT42",1
2018-10-23,"MT43",0
2018-10-23,"MT44",1
2018-10-23,"MT45",1
2018-10-23,"MT46",1
2018-10-23,"MT47",1
2018-10-23,"MT48",1
2018-10-23,"MT49",1
2018-10-23,"OMC01",0
2018-10-23,"OMC02",1
2018-10-23,"OMC03",1
2018-10-23,"OMC04",1
2018-10-23,"OMC05",1
2018-10-23,"OMC06",0
2018-10-23,"OMC07",1
2018-10-23,"OMC09",1
2018-10-23,"OMC10",1
2018-10-23,"OMC11",0
2018-10-23,"OMC12",1
2018-10-23,"OMC13",1
2018-10-23,"OMC15",1
2018-10-23,"OMC16",1
2018-10-23,"OMC17",0
2018-10-23,"OMC18",1
2018-10-23,"OMC19",1
2018-10-23,"OMC21",1
2018-10-23,"OMC22",1
2018-10-23,"OMC23",0
2018-10-23,"OMC24",1
2018-10-23,"OMC25",1
2018-10-23,"OMC26",1
2018-10-23,"OMC27",1
2018-10-23,"OMC28",1
2018-10-23,"OMC29",1
2018-10-23,"OMC30",1
2018-10-23,"OMC31",1
2018-10-23,"OMC32",0
2018-10-23,"OMC33",1
2018-10-23,"OMC34",1
2018-10-23,"OMC36",1
2018-10-23,"OMC37",0
2018-10-23,"OMC38",1
2018-10-23,"NB01",1
2018-10-23,"NB02",1
2018-10-23,"NB03",1
2018-10-23,"NB04",1
2018-10-23,"NB05",1
2018-10-23,"NB06",1
2018-10-23,"NB07",0
2018-10-23,"NB08",0
2018-10-23,"NB09",0
2018-10-23,"NB10",0
2018-10-23,"NB11",1
2018-10-23,"NB12",1
2018-10-23,"NB14",0
2018-10-23,"NB15",1
2018-10-23,"NB16",1
2018-10-23,"NB17",1
2018-10-23,"NB18",1
2018-10-23,"NB19",0
2018-10-23,"NB20",1
2018-10-23,"NB21",1
2018-10-23,"NB22",1
2018-10-23,"NB23",1
2018-10-23,"NB24",1
2018-10-23,"NB25",1
2018-10-23,"NB26",1
2018-10-23,"NB27",1
2018-10-23,"NB28",1
2018-10-23,"NB29",0
2018-10-23,"NB30",1
2018-10-23,"NB31",1
2018-10-23,"NB32",1
2018-10-23,"NB33",1
2018-10-23,"NB34",1
2018-10-23,"NB35",1
2018-10-23,"NB36",1
2018-10-23,"NB37",1
2018-10-23,"NB38",1
2018-10-23,"NB39",1
2018-10-23,"NB40",1
2018-10-23,"NB41",1
2018-10-23,"NB42",1
2018-10-23,"NB43",1
2018-10-23,"NB44",1
2018-10-23,"NB45",1
2018-10-23,"NB46",0
2018-10-23,"NB47",1
2018-10-23,"NB48",1
2018-10-23,"NB49",1
2018-10-23,"NB50",1
2018-10-24,"MN02",1
2018-10-24,"MN04",1
2018-10-24,"MN05",1
2018-10-24,"MN06",1
2018-10-24,"MN07",1
2018-10-24,"MN08",0
2018-10-24,"MN09",1
2018-10-24,"MN10",1
2018-10-24,"MN11",1
2018-10-24,"MN12",1
2018-10-24,"MN13",1
2018-10-24,"MN14",1
2018-10-24,"MN15",1
2018-10-24,"MN16",1
2018-10-24,"MN17",1
2018-10-24,"MN18",1
2018-10-24,"MN19",1
2018-10-24,"MN20",1
2018-10-24,"MN21",1
2018-10-24,"MN22",1
2018-10-24,"MN23",1
2018-10-24,"MN24",1
2018-10-24,"MN25",0
2018-10-24,"MN26",0
2018-10-24,"MN27",1
2018-10-24,"MN29",1
2018-10-24,"MN30",1
2018-10-24,"MN31",1
2018-10-24,"MN32",1
2018-10-24,"MN33",1
